SA2_2018_Code,SA2_2018_Name,JSS_PC,SPS_PC,MTB_PC,No_Quals_PC,No_Own_PC,Damp_Mould_PC,No_Int_PC,Inc_Leq_50k_PC,Crowded_PC
314100,Ashgrove,0.03,0.03,0.02,0.28,0.31,0.15,0.26,0.35,0
314200,Rangiora North East,0.03,0.04,0.04,0.35,0.44,0.19,0.35,0.34,0
314300,Oxford Estate,0.03,0.01,0,0.21,0.25,0.04,0.1,0.52,0
314400,Rangiora Central,0,0,0,0.18,0.36,0.2,0,0.26,0
314500,Rangiora South West,0.03,0.02,0.02,0.26,0.35,0.12,0.19,0,0
314600,Lilybrook,0.02,0.04,0.03,0.35,0.38,0.16,0.34,0.36,0.12
314700,Waikuku,0.05,0.03,0.03,0.24,0.35,0.14,0.2,0.46,0.01
314800,Mandeville-Ohoka,0.01,0.01,0.01,0.17,0.23,0.05,0.07,0.26,0.09
314900,Rangiora South East,0.04,0.05,0.04,0.25,0.38,0.04,0.25,0.15,0.02
315000,Southbrook,0.03,0.03,0.03,0.29,0.34,0.13,0.15,0.35,0.02
315100,Swannanoa-Eyreton,0.01,0.01,0.01,0.18,0.29,0.09,0.12,0.34,0
315200,Tuahiwi,0.03,0.02,0.01,0.25,0.31,0.1,0.16,0.21,0.06
315300,Woodend,0.03,0.02,0.02,0.26,0.24,0.09,0.16,0.24,0.05
315400,Pegasus,0,0,0,0,0.5,0.02,0.07,0.27,0
315500,Clarkville,0.01,0,0.02,0.21,0.32,0.09,0.1,0.21,0.07
315600,Pegasus Bay,0.08,0.03,0.05,0.32,0.38,0.16,0.38,0.2,0
315700,Kaiapoi North West,0.04,0.04,0.02,0.38,0.37,0.17,0.28,0.38,0.13
315800,Silverstream (Kaiapoi),0.08,0.08,0,0.23,0.46,0.01,0.17,0.43,0.1
315900,Sovereign Palms,0.02,0.01,0.02,0.26,0.23,0.02,0.07,0.34,0.02
316000,Kaiapoi West,0.05,0.04,0.04,0.38,0.36,0.2,0.26,0.23,0.07
316100,Kaiapoi Central,0.04,0.03,0.02,0.36,0.32,0.13,0.31,0.38,0.03
316200,Kaiapoi South,0.02,0.02,0.01,0.3,0.22,0.07,0.17,0.48,0
316300,Kaiapoi East,0.05,0.02,0.03,0.35,0.28,0.12,0.32,0.35,0.09
316400,McLeans Island,0,0,0.03,0.23,0.35,0.19,0.17,0.65,0.03
316500,Paparua,0.12,0.01,0.16,0.45,0.68,0.11,0.11,0.32,0.07
316600,Yaldhurst,0.02,0.01,0,0.22,0.37,0.07,0.1,0.2,0.1
316700,Christchurch Airport,0.06,0.02,0.04,0.33,0.48,0.07,0.46,0.21,0.15
316800,Clearwater,0.02,0.01,0.02,0.24,0.33,0.07,0.12,0.31,0.04
316900,Belfast West,0.02,0.02,0.04,0.31,0.3,0.11,0.2,0.17,0
317000,Harewood,0.01,0.01,0.01,0.17,0.31,0.05,0.06,0.36,0.09
317100,Brooklands-Spencerville,0.02,0.02,0.01,0.26,0.24,0.11,0.15,0.24,0.09
317200,Styx,0.07,0.04,0.05,0.38,0.36,0.18,0.32,0.23,0.05
317300,Belfast East,0.03,0.03,0.05,0.35,0.38,0.16,0.25,0.4,0.13
317400,Northwood,0.01,0.01,0.02,0.19,0.35,0.03,0.1,0.36,0.09
317500,Russley,0.01,0.01,0.01,0.16,0.37,0.07,0.12,0.28,0.03
317600,Regents Park,0.01,0,0.01,0.14,0.31,0.02,0.06,0.31,0.04
317700,Hawthornden,0.03,0.02,0.02,0.19,0.39,0.14,0.16,0.14,0
317800,Bishopdale North,0.04,0.02,0.02,0.24,0.35,0.14,0.2,0.33,0.03
317900,Casebrook,0.03,0.02,0.02,0.25,0.35,0.14,0.19,0.35,0.06
318000,Bishopdale West,0.04,0.03,0.03,0.25,0.43,0.19,0.23,0.33,0
318100,Templeton,0.03,0.03,0.01,0.29,0.31,0.13,0.19,0.38,0.09
318200,Islington,0.04,0.04,0.01,0.4,0.41,0.16,0.28,0.27,0.03
318300,Burnside Park,0.03,0.02,0.02,0.16,0.4,0.15,0.12,0.38,0.01
318400,Marshland,0.02,0.02,0.02,0.21,0.43,0.19,0.16,0.28,0.02
318500,Avonhead North,0.02,0.01,0.01,0.16,0.33,0.11,0.14,0.26,0
318600,Redwood North,0.03,0.02,0.02,0.24,0.35,0.14,0.14,0.28,0
318700,Broomfield,0.04,0.05,0.04,0.32,0.53,0.16,0.24,0.26,0.1
318800,Redwood West,0.06,0.06,0.05,0.35,0.51,0.25,0.28,0.41,0.08
318900,Avonhead West,0.01,0,0.01,0.15,0.34,0.08,0.15,0.44,0.07
319000,Bishopdale South,0.03,0.02,0.03,0.26,0.43,0.15,0.22,0.32,0
319100,Islington-Hornby Industrial,0.07,0.04,0.05,0.35,0.48,0.17,0.4,0.36,0.16
319200,Burnside,0.04,0.02,0.02,0.18,0.47,0.19,0.16,0.4,0
319300,Hei Hei,0.05,0.05,0.03,0.37,0.44,0.22,0.24,0.3,0.07
319400,Papanui North,0.07,0.05,0.05,0.36,0.63,0.23,0.38,0.34,0
319500,Avonhead East,0.03,0.01,0.01,0.16,0.43,0.15,0.12,0.51,0.08
319600,Redwood East,0.04,0.03,0.04,0.27,0.38,0.17,0.24,0.28,0
319700,Avonhead South,0.03,0.01,0.01,0.17,0.39,0.14,0.17,0.37,0.04
319800,Riccarton Racecourse,0.02,0.02,0.02,0.3,0.37,0.13,0.24,0.32,0
319900,Bryndwr North,0.06,0.04,0.04,0.21,0.56,0.22,0.21,0.36,0
320000,Northlands (Christchurch),0.03,0.03,0.03,0.29,0.5,0.11,0.17,0.35,0
320100,Papanui West,0.03,0.01,0.02,0.18,0.44,0.15,0.22,0.5,0
320200,Ilam North,0.02,0.01,0.01,0.12,0.44,0.18,0.12,0.35,0
320300,Hornby West,0.03,0.04,0.02,0.38,0.46,0.18,0.26,0.3,0.07
320400,Hornby Central,0.03,0,0,0.27,0.54,0.19,0.33,0.34,0.1
320500,Northcote (Christchurch),0.03,0.03,0.03,0.24,0.4,0.17,0.23,0.43,0.02
320600,Jellie Park,0.03,0.01,0.02,0.12,0.4,0.12,0.12,0.38,0
320700,Ilam South,0.03,0.01,0.01,0.14,0.45,0.15,0.15,0.27,0.1
320800,Bryndwr South,0.04,0.03,0.04,0.19,0.51,0.15,0.23,0.34,0.11
320900,Papanui East,0.02,0.01,0.01,0.2,0.4,0.14,0.25,0.41,0.09
321000,Sockburn North,0.03,0.01,0.03,0.24,0.51,0.18,0.24,0.35,0.03
321100,Hornby South,0.04,0.05,0.04,0.37,0.47,0.19,0.27,0.41,0.04
321200,Ilam University,0.02,0,0.01,0.03,0.85,0.2,0.13,0.39,0.08
321300,Prestons,0.02,0.02,0.02,0.24,0.38,0.02,0.31,0.36,0.1
321400,Strowan,0.02,0.02,0.02,0.11,0.39,0.13,0.13,0.24,0
321500,Fendalton,0.01,0.01,0.01,0.09,0.37,0.1,0.11,0.27,0
321600,Waitikiri,0.01,0.01,0.01,0.18,0.29,0.04,0.05,0.2,0
321700,Mairehau North,0.05,0.04,0.04,0.27,0.45,0.15,0.2,0.15,0
321800,Bush Inn,0.04,0.01,0.02,0.14,0.68,0.21,0.24,0.37,0
321900,Awatea North,0.04,0.03,0.02,0.26,0.48,0.12,0.12,0.52,0.06
322000,Upper Riccarton,0.08,0.03,0.04,0.22,0.76,0.3,0.35,0.25,0.15
322100,Malvern,0.04,0.02,0.03,0.13,0.4,0.17,0.13,0.5,0
322200,Rutland,0.02,0.01,0.01,0.12,0.39,0.12,0.12,0.22,0
322300,Sockburn South,0.08,0.06,0.01,0.36,0.58,0.19,0.15,0.2,0
322400,Deans Bush,0.02,0.01,0.01,0.08,0.44,0.12,0.1,0.31,0
322500,Wigram North,0,0,0,0,0,0.01,0.4,0.22,0
322600,Holmwood,0.01,0.01,0,0.09,0.35,0.1,0.08,0.36,0
322700,Wharenui,0.06,0.01,0.03,0.18,0.7,0.23,0.23,0.15,0
322800,Wigram West,0,0,0,0,0.44,0.02,0.1,0.44,0.04
322900,Awatea South,0.07,0.07,0.07,0.29,0.57,0.01,0.17,0.21,0.06
323000,Merivale,0.03,0.01,0.01,0.09,0.52,0.16,0.14,0.33,0
323100,Mairehau South,0.04,0.03,0.03,0.18,0.42,0.21,0.15,0.29,0
323200,Mona Vale,0.02,0.01,0.01,0.13,0.57,0.12,0.13,0.3,0.06
323300,Riccarton West,0.06,0.02,0.03,0.15,0.85,0.21,0.23,0.26,0.09
323400,Shirley West,0.07,0.05,0.06,0.31,0.53,0.2,0.24,0.47,0.07
323500,Middleton,0.07,0.02,0,0.14,0.79,0.15,0.18,0.41,0.06
323600,Wigram South,0,0,0,0,0,0.02,0,0.5,0
323700,Queenspark,0.04,0.03,0.03,0.26,0.38,0.14,0.16,0.19,0.03
323800,St Albans North,0.05,0.04,0.04,0.17,0.59,0.19,0.23,0.31,0.14
323900,St Albans West,0.05,0.02,0.03,0.11,0.6,0.2,0.23,0.39,0
324000,Travis Wetlands,0.04,0.02,0.04,0.23,0.34,0.12,0.18,0.34,0.11
324100,Wigram East,0,0,0,0,0,0.03,0,0.31,0
324200,Riccarton Central,0,0,0,0,0.63,0.1,0,0.17,0.01
324300,Oaklands West,0.01,0.01,0.01,0.2,0.26,0.06,0.1,0.8,0.05
324400,Riccarton South,0.04,0.02,0.02,0.15,0.78,0.19,0.21,0.23,0.02
324500,Halswell West,0.02,0.01,0,0.22,0.31,0.02,0.07,0.39,0
324600,Shirley East,0.03,0.01,0.04,0.26,0.42,0.11,0.25,0.15,0
324700,Broken Run,0,0,0,0,0.71,0.05,0.03,0.37,0.05
324800,St Albans East,0.07,0.02,0.05,0.16,0.71,0.15,0.22,0.2,0.01
325000,Hillmorton,0.05,0.03,0.06,0.29,0.42,0.15,0.18,0,0.13
325100,Parklands,0.04,0.03,0.03,0.27,0.35,0.12,0.19,0.33,0.09
325200,Riccarton East,0.05,0.01,0.01,0.16,0.75,0.18,0.15,0.38,0.12
325300,Edgeware,0.07,0.03,0.04,0.17,0.67,0.2,0.26,0.29,0
325400,Aidanfield,0.01,0.01,0.03,0.19,0.29,0.03,0.09,0.39,0.06
325500,Tower Junction,0,0,0,0,1,0.13,0,0.26,0
325600,Burwood,0.04,0.03,0.02,0.24,0.35,0.13,0.19,0,0.13
325700,Christchurch Central-West,0.05,0.01,0.02,0.09,0.71,0.16,0.19,0.36,0.13
325800,Christchurch Central-North,0.08,0.01,0.03,0.15,0.77,0.17,0.24,0.25,0.13
325900,Richmond North (Christchurch),0.05,0.03,0.03,0.2,0.49,0.2,0.19,0.36,0.1
326000,Waimairi Beach,0.02,0.01,0.01,0.15,0.34,0.07,0.06,0.33,0.05
326100,Addington West,0.07,0.03,0.08,0.26,0.73,0.2,0.22,0.18,0.13
326200,Otakaro-Avon River Corridor,0.04,0.02,0.03,0.28,0.36,0.23,0.21,0.36,0
326300,Oaklands East,0.03,0.02,0.01,0.25,0.35,0.14,0.19,0.42,0
326500,Dallington,0.04,0.04,0.04,0.24,0.41,0.17,0.23,0,0.09
326600,Christchurch Central,0.08,0.01,0.01,0.06,0.81,0.07,0,0.4,0.08
326700,Hoon Hay West,0.07,0.05,0.04,0.33,0.56,0.25,0.25,0.29,0.15
326800,Richmond South (Christchurch),0.11,0.06,0.06,0.25,0.7,0.23,0.33,0.38,0.09
326900,Spreydon West,0.05,0.04,0.04,0.25,0.48,0.19,0.23,0.47,0.09
327000,Christchurch Central-East,0.09,0.02,0.04,0.12,0.82,0.18,0.28,0.36,0.12
327100,Christchurch Central-South,0.08,0.01,0.03,0.12,0.9,0.24,0.1,0.3,0.09
327200,North Beach,0.06,0.04,0.04,0.28,0.41,0.16,0.26,0.35,0.16
327300,Halswell North,0.02,0.01,0.03,0.19,0.34,0.05,0.07,0.4,0
327400,Addington East,0.09,0.05,0.06,0.27,0.73,0.2,0.28,0.21,0.04
327500,Avondale (Christchurch),0.05,0.03,0.03,0.31,0.36,0.16,0.23,0.42,0.1
327600,Spreydon North,0.05,0.04,0.06,0.23,0.52,0.22,0.26,0.36,0
327700,Hoon Hay East,0.04,0.03,0.02,0.22,0.36,0.18,0.19,0.38,0.04
327800,Avonside,0.09,0.05,0.09,0.3,0.59,0.26,0.33,0.29,0.06
327900,Linwood West,0.12,0.04,0.07,0.25,0.76,0.24,0.38,0.53,0.1
328000,Halswell South,0.02,0.01,0.02,0.21,0.3,0.09,0.17,0.49,0.03
328100,Sydenham Central,0.06,0,0.03,0.31,0.77,0.19,0.2,0.28,0.12
328200,Spreydon South,0.05,0.04,0.06,0.29,0.47,0.19,0.3,0.31,0
328300,Rawhiti (Christchurch),0.05,0.05,0.04,0.29,0.42,0.16,0.27,0.43,0.1
328400,Wainoni,0.07,0.05,0.06,0.34,0.44,0.18,0.33,0.46,0.11
328500,Linwood North,0.08,0.06,0.06,0.32,0.55,0.22,0.27,0.42,0.15
328600,Aranui,0.11,0.08,0.09,0.47,0.61,0.26,0.4,0.4,0.19
328700,Sydenham West,0.07,0.04,0.06,0.25,0.68,0.22,0.32,0.53,0.05
328800,Lancaster Park,0.1,0.03,0.1,0.21,0.87,0.09,0.3,0.5,0.17
328900,Phillipstown,0.13,0.06,0.07,0.33,0.68,0.23,0.35,0.45,0.04
329000,Kennedys Bush,0.02,0,0.02,0.11,0.32,0.06,0.08,0.49,0.12
329100,Somerfield East,0.04,0.03,0.03,0.19,0.4,0.17,0.19,0.13,0.08
329200,Somerfield West,0.02,0.02,0.04,0.21,0.42,0.15,0.23,0.33,0.06
329300,Linwood East,0.08,0.07,0.07,0.39,0.52,0.2,0.33,0.37,0.14
329400,Sydenham North,0.09,0.06,0.07,0.26,0.68,0.22,0.24,0.46,0.13
329500,Hoon Hay South,0.03,0.03,0.02,0.2,0.32,0.13,0.18,0.4,0.03
329600,Charleston (Christchurch),0.12,0.08,0.07,0.33,0.69,0.25,0.33,0.26,0.17
329700,Sydenham South,0.07,0.04,0.05,0.25,0.6,0.17,0.28,0.4,0.04
329800,Bexley,0.09,0.07,0.07,0.43,0.5,0.23,0.33,0.41,0.09
329900,Waltham,0.1,0.06,0.05,0.26,0.62,0.18,0.29,0.44,0.16
330000,Westmorland,0.02,0,0,0.14,0.27,0.04,0.07,0.42,0
330100,Woolston North,0.08,0.06,0.05,0.39,0.53,0.22,0.31,0.17,0.12
330200,New Brighton,0.07,0.05,0.06,0.28,0.48,0.21,0.31,0.43,0.1
330300,Cashmere West,0.02,0.01,0.02,0.12,0.3,0.1,0.11,0.44,0.03
330400,Bromley South,0.07,0.07,0.05,0.39,0.5,0.21,0.28,0.19,0.08
330500,Ensors,0.08,0.07,0.05,0.29,0.5,0.22,0.26,0.4,0.1
330600,Beckenham,0.03,0.02,0.02,0.15,0.32,0.14,0.12,0.41,0.11
330700,Bromley North,0.08,0,0.08,0.38,0.62,0.07,0.25,0.27,0.06
330800,St Martins,0.03,0.02,0.03,0.2,0.37,0.14,0.22,0.38,0.01
330900,Opawa,0.05,0.03,0.02,0.2,0.4,0.14,0.21,0.35,0.13
331000,Woolston West,0.07,0.05,0.06,0.28,0.47,0.19,0.27,0.32,0
331100,Woolston East,0.07,0.06,0.06,0.36,0.51,0.19,0.36,0.38,0.16
331200,Huntsbury,0.03,0.01,0.01,0.14,0.27,0.06,0.1,0.46,0.05
331300,Cashmere East,0.02,0.01,0.01,0.11,0.27,0.07,0.1,0.2,0
331400,Hillsborough (Christchurch),0.03,0.02,0.02,0.18,0.34,0.13,0.16,0.21,0.07
331500,Woolston South,0.08,0.05,0.04,0.3,0.51,0.19,0.31,0.28,0.16
331600,Port Hills,0,0,0,0.05,0.29,0.14,0,0.45,0.09
331700,South New Brighton,0.04,0.03,0.03,0.2,0.35,0.16,0.2,0.14,0.14
331800,Brookhaven-Ferrymead,0.02,0.01,0.03,0.23,0.31,0.1,0.16,0.36,0.06
331900,Heathcote Valley,0.04,0.02,0.02,0.22,0.29,0.09,0.16,0.29,0
332000,Mount Pleasant,0.02,0.01,0.01,0.13,0.26,0.07,0.1,0.32,0.07
332100,Redcliffs,0.02,0.01,0.01,0.14,0.32,0.07,0.18,0.19,0.1
332200,Governors Bay,0.02,0,0.01,0.11,0.26,0.1,0.09,0.27,0.05
332400,Clifton Hill,0.01,0.01,0.01,0.1,0.33,0.1,0.09,0,0
332500,Lyttelton,0.05,0.02,0.02,0.18,0.35,0.14,0.17,0.18,0.13
332700,Sumner,0.03,0.02,0.02,0.12,0.38,0.12,0.12,0,0
332800,Teddington,0.04,0.02,0,0.13,0.42,0.04,0.17,0.24,0.03
332900,Diamond Harbour,0.03,0.03,0.02,0.14,0.22,0.08,0.13,0.23,0.03
333100,Banks Peninsula South,0.05,0.03,0.02,0.19,0.28,0.14,0.2,0,0.05
333200,Eastern Bays (Banks Peninsula),0.07,0.03,0.03,0.19,0.34,0.12,0.21,0.39,0.03
333300,Akaroa Harbour,0.04,0.02,0.02,0.19,0.28,0.11,0.24,0.36,0.03
333500,Akaroa,0.02,0.01,0.01,0.21,0.33,0.11,0.24,0,0
333600,Craigieburn,0.04,0.02,0,0.12,0.62,0.08,0.15,0.38,0.09
333700,Torlesse,0.03,0.01,0.02,0.26,0.32,0.11,0.24,0.5,0.01
333800,Glenroy-Hororata,0.02,0.01,0.02,0.24,0.42,0.12,0.23,0.31,0.11
333900,Glentunnel,0.02,0.02,0.01,0.26,0.32,0.11,0.24,0.28,0.06
334000,Darfield,0.02,0.02,0.01,0.28,0.34,0.06,0.22,0.32,0
334100,Kirwee,0.03,0.02,0.01,0.21,0.3,0.09,0.11,0.29,0.11
334200,Bankside,0.02,0.01,0.01,0.23,0.45,0.13,0.18,0.17,0
334300,Charing Cross,0.01,0.01,0.01,0.22,0.31,0.07,0.14,0.23,0
334400,Halkett,0.02,0.01,0.02,0.18,0.28,0.07,0.11,0.2,0.01
334500,Newtons Road,0.02,0,0.02,0.22,0.33,0.07,0.12,0.19,0.06
334600,West Melton,0.01,0,0,0.21,0.28,0.02,0.06,0.18,0
334700,Burnham Camp,0.01,0,0,0.17,0.99,0.3,0.13,0.1,0.04
334900,Rolleston North West,0.04,0.02,0.01,0.27,0.35,0.04,0.09,0,0
335000,Springston,0.02,0.01,0.01,0.22,0.36,0.11,0.16,0.12,0.09
335100,Rolleston Central,0.02,0.01,0.01,0.22,0.26,0.07,0.09,0.22,0.09
335200,Rolleston North East,0.01,0.01,0,0.22,0.26,0.03,0.06,0.18,0.01
335300,Rolleston South West,0.02,0,0.01,0.16,0.2,0.03,0.03,0.11,0.07
335400,Southbridge,0.02,0.02,0.01,0.29,0.34,0.18,0.21,0.11,0.06
335500,Rolleston South East,0.02,0,0.03,0.26,0.29,0.02,0.11,0.28,0
335600,Trents,0.02,0.01,0.01,0.19,0.34,0.08,0.12,0.13,0.03
335700,Prebbleton,0.01,0.01,0,0.17,0.26,0.04,0.05,0.15,0.04
335800,Irwell,0.03,0.02,0.02,0.26,0.36,0.13,0.21,0.13,0
335900,Ladbrooks,0.02,0,0.02,0.17,0.33,0.06,0.11,0.27,0
336000,Lincoln West,0.02,0.01,0.01,0.13,0.55,0.08,0.17,0.15,0.03
336100,Lincoln East,0.02,0.01,0.01,0.16,0.34,0.03,0.14,0.25,0.09
336200,Leeston,0.01,0.02,0.02,0.32,0.29,0.09,0.25,0.18,0.08
336300,Tai Tapu,0.02,0.01,0.01,0.16,0.27,0.06,0.08,0.31,0.03
336400,Motukarara,0.03,0.01,0.02,0.25,0.37,0.09,0.21,0.09,0.08
336600,Ashburton Lakes,0,0,0,0.15,0.45,0.08,0.18,0,0
336700,Cairnbrae,0.01,0.01,0.01,0.2,0.51,0.18,0.19,0.27,0
336800,Ashburton Forks,0.01,0.01,0.01,0.26,0.42,0.13,0.19,0.2,0.09
336900,Methven,0.02,0.01,0.01,0.27,0.39,0.08,0.21,0.22,0.04
337000,Ealing-Lowcliffe,0.02,0.01,0.01,0.29,0.55,0.14,0.23,0.31,0.02
337100,Eiffelton,0.01,0.01,0.01,0.29,0.36,0.1,0.18,0.24,0.02
337200,Chertsey,0.01,0.01,0.01,0.27,0.52,0.14,0.28,0.17,0.07
337300,Winchmore-Wakanui,0.02,0.01,0.02,0.28,0.37,0.12,0.22,0.22,0
337400,Allenton North,0.02,0.01,0.01,0.3,0.27,0.07,0.21,0.26,0.1
337500,Allenton South,0.03,0.03,0.02,0.31,0.35,0.13,0.26,0.34,0.01
337600,Rakaia,0.04,0.03,0.05,0.4,0.29,0.14,0.24,0.33,0.1
337700,Ashburton North,0.02,0.01,0.02,0.31,0.23,0.08,0.15,0.36,0.05
337800,Allenton East,0.02,0.01,0.02,0.34,0.29,0.09,0.25,0.24,0.12
337900,Tinwald North,0.03,0.02,0.03,0.34,0.25,0.08,0.29,0.37,0
338000,Ashburton Central,0.04,0.02,0.02,0.32,0.55,0.06,0.45,0.35,0.07
338100,Ashburton West,0.02,0.01,0.04,0.37,0.37,0.09,0.39,0.5,0.08
338200,Tinwald South,0.03,0.03,0.03,0.37,0.32,0.12,0.28,0.53,0.12
338300,Ashburton East,0.04,0.03,0.03,0.4,0.39,0.12,0.43,0.35,0.1
338400,Netherby,0.03,0.04,0.04,0.41,0.43,0.12,0.34,0.54,0
338500,Hampstead,0.04,0.04,0.04,0.41,0.41,0.16,0.36,0.38,0.01
338600,Ben McLeod,0.04,0.04,0,0.14,0.5,0.12,0.4,0.45,0
338700,Arundel,0.03,0.01,0.01,0.24,0.34,0.13,0.21,0.44,0.1
338800,Levels Valley,0.03,0.01,0.01,0.24,0.26,0.12,0.21,0.24,0
338900,Geraldine,0.04,0.02,0.04,0.32,0.32,0.11,0.32,0.28,0.12
339000,Rangitata,0.03,0.01,0.01,0.27,0.28,0.09,0.25,0.46,0
339100,Waitohi (South Canterbury),0.04,0.02,0.03,0.29,0.39,0.19,0.3,0.39,0
339200,Pleasant Point,0.06,0.03,0.02,0.33,0.3,0.1,0.26,0.31,0
339300,Temuka West,0.06,0.03,0.05,0.42,0.35,0.13,0.38,0.41,0.03
339400,Hadlow,0.02,0,0.01,0.23,0.24,0.08,0.12,0.48,0
339500,Levels,0.04,0.01,0.03,0.31,0.27,0.17,0.29,0.21,0.04
339600,Temuka East,0.05,0.02,0.05,0.4,0.3,0.13,0.31,0.28,0.1
339700,Gleniti North,0.03,0.01,0.02,0.27,0.18,0.06,0.17,0.42,0.03
339800,Washdyke,0.07,0.02,0.05,0.37,0.35,0.12,0.27,0.27,0.04
339900,Fairview,0.06,0.02,0.04,0.28,0.27,0.15,0.21,0.35,0.12
340000,Gleniti South,0.02,0.01,0.02,0.27,0.22,0.08,0.21,0.32,0.02
340100,Glenwood,0.04,0.02,0.03,0.32,0.3,0.15,0.28,0.37,0
340200,Marchwiel West,0.08,0.05,0.04,0.36,0.35,0.16,0.34,0.45,0
340300,Marchwiel East,0.09,0.05,0.07,0.39,0.46,0.2,0.37,0.49,0.13
340400,Highfield North,0.02,0.01,0.03,0.26,0.33,0.12,0.26,0.45,0
340500,Highfield South,0.04,0.02,0.03,0.3,0.3,0.16,0.22,0.39,0.02
340600,Waimataitai-Maori Hill,0.06,0.02,0.04,0.31,0.38,0.16,0.31,0.37,0.1
340700,Fraser Park,0.05,0.04,0.04,0.29,0.33,0.15,0.27,0.43,0.02
340800,Seaview,0.07,0.04,0.05,0.32,0.46,0.17,0.37,0.41,0.14
341000,Watlington,0.07,0.03,0.05,0.34,0.41,0.2,0.26,0,0
341100,Timaru Central,0.12,0.06,0.09,0.31,0.74,0.23,0.5,0.39,0.16
341200,Timaru East,0.07,0.05,0.07,0.33,0.54,0.19,0.34,0.57,0.14
341300,Parkside,0.07,0.03,0.09,0.36,0.44,0.19,0.38,0.52,0.07
341400,Kensington (Timaru),0.07,0.04,0.07,0.39,0.4,0.2,0.37,0.51,0.13
341500,Mackenzie Lakes,0.03,0.01,0.01,0.16,0.67,0.07,0.19,0.5,0
341800,Twizel,0.06,0.02,0.03,0.3,0.39,0.09,0.26,0,0.01
341900,Opua (Mackenzie District),0.02,0.01,0.02,0.27,0.35,0.1,0.21,0.38,0.02
342000,Fairlie,0.04,0.02,0.04,0.29,0.31,0.09,0.33,0.32,0.08
342100,Hakataramea,0.01,0.01,0.02,0.23,0.37,0.14,0.21,0.5,0.07
342200,Maungati,0.01,0.01,0.03,0.25,0.41,0.19,0.26,0.38,0.06
342300,Lyalldale,0.04,0.02,0.02,0.32,0.32,0.16,0.19,0.29,0.06
342400,Makikihi-Willowbridge,0.06,0,0.04,0.34,0.32,0.2,0.24,0.29,0.02
342500,Waimate North,0.08,0.02,0.06,0.42,0.21,0.11,0.25,0.39,0.16
342600,Morven-Glenavy-Ikawai,0.05,0.01,0.02,0.35,0.55,0.14,0.26,0.5,0
342700,Waimate West,0.08,0.04,0.08,0.4,0.27,0.17,0.41,0.3,0.16
342800,Waimate East,0.06,0.04,0.05,0.47,0.3,0.15,0.48,0.61,0.12
343000,Chatham Islands,0.03,0.02,0.03,0.33,0.51,0.45,0.4,0.36,0
343100,Aviemore,0.05,0.01,0.02,0.25,0.4,0.07,0.24,0,0.02
343300,Danseys Pass,0.03,0.02,0.02,0.34,0.38,0.1,0.31,0,0
343400,Ngapara,0.04,0.02,0.04,0.28,0.39,0.18,0.28,0.29,0.06
343500,Lower Waitaki,0.02,0.01,0.03,0.31,0.31,0.13,0.22,0.29,0.05
343600,Waihemo,0.05,0.02,0.05,0.31,0.29,0.17,0.28,0.48,0.04
343700,Maheno,0.04,0.01,0.04,0.3,0.26,0.13,0.25,0.37,0.07
343800,Weston,0.04,0.02,0.03,0.33,0.19,0.09,0.19,0.32,0.09
343900,Oamaru North Milner Park,0.06,0.02,0.05,0.42,0.37,0.12,0.38,0.49,0.16
344000,Oamaru North Orana Park,0.07,0.03,0.05,0.38,0.38,0.19,0.34,0.49,0.13
344100,Oamaru Gardens,0.07,0.03,0.05,0.33,0.29,0.12,0.29,0.49,0.1
344200,Glen Warren,0.07,0.03,0.05,0.36,0.4,0.19,0.44,0.57,0.1
344300,Holmes Hill,0.04,0.01,0.04,0.33,0.23,0.11,0.32,0.48,0
344400,Oamaru Central,0.09,0.01,0.07,0.4,0.62,0.2,0.54,0.73,0.1
344500,South Hill,0.06,0.03,0.04,0.31,0.33,0.17,0.32,0.49,0.03
344700,Palmerston,0.05,0.03,0.05,0.36,0.35,0.19,0.34,0.54,0.04
344800,Lindis-Nevis Valleys,0.02,0.01,0.01,0.22,0.35,0.04,0.16,0.2,0.06
344900,Cromwell West,0.02,0.02,0.01,0.25,0.46,0.05,0.17,0.29,0.09
345000,Cromwell East,0.02,0.01,0.02,0.28,0.4,0.06,0.24,0.28,0
345100,Manuherikia-Ida Valleys,0.02,0.02,0.02,0.26,0.36,0.12,0.27,0.33,0.06
345200,Earnscleugh,0.01,0.01,0.01,0.21,0.33,0.08,0.14,0.26,0
345300,Dunstan-Galloway,0.01,0,0.01,0.22,0.27,0.04,0.12,0.24,0
345400,Clyde,0.02,0.02,0.01,0.29,0.31,0.05,0.24,0.42,0.01
345500,Alexandra North,0.03,0.03,0.02,0.31,0.38,0.07,0.27,0.42,0.04
345600,Alexandra South,0.02,0.01,0.02,0.3,0.28,0.06,0.24,0.42,0
345700,Maniototo,0.03,0.02,0.02,0.29,0.36,0.09,0.3,0.45,0.04
345800,Teviot Valley,0.03,0.02,0.03,0.32,0.34,0.08,0.29,0.5,0.09
345900,Outer Wanaka,0.01,0,0,0.14,0.4,0.1,0.17,0.29,0.1
346000,Glenorchy,0.03,0.01,0.01,0.13,0.63,0.06,0.22,0.33,0
346200,Outer Wakatipu,0.01,0,0.01,0.1,0.34,0.07,0.13,0.09,0
346400,Cardrona,0.01,0.01,0.01,0.15,0.39,0.03,0.11,0.21,0
