SA2_2018_Code,SA2_2018_Name,JSS_PC,SPS_PC,MTB_PC,No_Quals_PC,No_Own_PC,Damp_Mould_PC,No_Int_PC,Inc_Leq_50k_PC,Crowded_PC
131000,Kelston South,0.09,0.05,0.04,0.29,0.65,0.31,0.28,0.24,0.15
131100,Waterview,0.09,0.04,0.03,0.2,0.68,0.29,0.23,0.35,0.08
131200,Ponsonby East,0.05,0.01,0.02,0.09,0.63,0.24,0.1,0.27,0.01
131300,Wynyard-Viaduct,0.02,0.01,0.01,0.04,0.64,0.04,0.13,0.36,0
131400,Stanley Point,0.01,0.01,0,0.07,0.47,0.16,0.07,0.29,0.07
131500,Glen Eden Central,0.05,0.04,0.03,0.24,0.52,0.28,0.23,0.13,0.08
131600,Grey Lynn North,0.06,0.02,0.02,0.1,0.63,0.26,0.09,0.14,0
131700,Avondale West (Auckland),0.09,0.04,0.03,0.25,0.67,0.35,0.29,0.16,0.1
131800,Freemans Bay,0.05,0.01,0.02,0.09,0.66,0.22,0.13,0.32,0
131900,Mount Albert West,0.06,0.02,0.03,0.13,0.66,0.31,0.17,0.13,0.05
132000,Avondale North (Auckland),0.07,0.03,0.02,0.18,0.62,0.26,0.16,0.35,0.13
132100,Grey Lynn West,0.08,0.02,0.02,0.14,0.66,0.3,0.22,0.23,0.12
132200,Mount Albert North,0.06,0.03,0.03,0.14,0.62,0.29,0.15,0.26,0.02
132300,New Lynn North,0.08,0.03,0.02,0.23,0.59,0.3,0.27,0.25,0.16
132400,Victoria Park (Auckland),0.03,0,0,0.04,0.83,0.09,0.13,0.28,0
132500,Konini,0.03,0.03,0.01,0.15,0.35,0.28,0.1,0.23,0
132600,New Lynn North West,0.08,0.03,0.03,0.22,0.56,0.28,0.23,0.37,0.01
132700,Hobson Ridge North,0.03,0,0.01,0.06,0.79,0.11,0.16,0.32,0.09
132800,Grey Lynn Central,0.06,0.01,0.01,0.09,0.63,0.27,0.08,0.19,0.12
132900,Fruitvale,0.06,0.03,0.01,0.21,0.52,0.26,0.2,0.36,0.14
133000,Devonport,0.03,0.01,0.01,0.09,0.43,0.18,0.11,0.34,0
133100,Avondale Central (Auckland),0.08,0.02,0.03,0.23,0.64,0.26,0.33,0.12,0.01
133200,Queen Street,0.04,0,0.01,0.04,0.82,0.12,0.17,0.3,0
133300,Quay Street-Customs Street,0.03,0,0.01,0.05,0.74,0.11,0.12,0.22,0
133400,Hobson Ridge Central,0.05,0.01,0.01,0.05,0.86,0.13,0.18,0.41,0.11
133500,Grey Lynn East,0.04,0.01,0.01,0.06,0.71,0.18,0.1,0.38,0.1
133600,Morningside (Auckland),0.06,0.01,0.01,0.09,0.69,0.3,0.12,0.33,0
133700,Shortland Street,0.03,0,0.01,0.04,0.71,0.1,0.17,0.49,0.1
133800,Hobson Ridge South,0.05,0,0,0.05,0.83,0.16,0.15,0.11,0
133900,New Lynn Central,0.06,0.03,0.02,0.08,0.77,0.1,0.23,0.17,0.05
134000,Cheltenham,0.02,0.01,0.01,0.09,0.4,0.15,0.13,0.33,0.1
134100,Queen Street South West,0.13,0.01,0.03,0.09,0.88,0.15,0.24,0.49,0.05
134200,Mount Albert Central,0.05,0.02,0.02,0.12,0.55,0.25,0.13,0.4,0.11
134300,Karangahape,0.06,0.01,0.01,0.07,0.76,0.12,0.12,0.23,0.04
134400,Kingsland,0.08,0.02,0.02,0.1,0.71,0.29,0.11,0.48,0.13
134500,Anzac Avenue,0.03,0,0.01,0.04,0.81,0.14,0.15,0.2,0
134600,Waima-Woodlands Park,0.02,0.02,0.01,0.12,0.3,0.29,0.08,0.23,0.06
134700,Kaurilands,0.03,0.03,0.02,0.15,0.37,0.28,0.13,0.16,0.09
134800,Auckland-University,0.05,0,0.05,0,0.86,0.15,0.21,0.37,0.02
134900,New Lynn Seabrook,0.08,0.04,0.03,0.22,0.56,0.31,0.25,0.16,0
135000,Avondale South (Auckland),0.07,0.03,0.03,0.2,0.63,0.27,0.22,0.21,0.01
135100,Symonds Street North West,0.03,0,0.01,0.03,0.93,0.16,0.2,0.53,0.06
135200,Mount Albert South,0.06,0.01,0.02,0.12,0.54,0.22,0.15,0.36,0.06
135300,Symonds Street West,0.05,0.03,0.02,0.06,0.87,0.14,0.22,0.29,0.05
135400,West Lynn,0.03,0.02,0.01,0.17,0.38,0.24,0.13,0.63,0.05
135500,Owairaka West,0.11,0.04,0.03,0.19,0.73,0.38,0.24,0.2,0.19
135600,New Lynn Central-South,0.07,0.04,0.02,0.16,0.68,0.24,0.24,0.58,0.01
135700,The Strand,0.02,0,0,0.02,0.8,0.13,0.1,0.22,0
135800,St Lukes,0.07,0.01,0,0.09,0.7,0.27,0.15,0.36,0.02
135900,Symonds Street East,0.06,0.01,0.01,0.05,0.9,0.19,0.21,0.37,0.06
136000,Eden Terrace,0.06,0,0.01,0.06,0.81,0.16,0.1,0.26,0.06
136100,Grafton,0.07,0.01,0.01,0.06,0.82,0.27,0.1,0.32,0.09
136200,Eden Park,0.06,0.01,0.02,0.08,0.64,0.31,0.09,0.5,0.14
136300,Sandringham North,0.05,0.01,0.01,0.1,0.63,0.28,0.13,0.23,0.04
136400,Parnell West,0.04,0.01,0.01,0.06,0.66,0.18,0.12,0.17,0.03
136500,New Lynn South,0.06,0.04,0.02,0.21,0.52,0.3,0.21,0.12,0.05
136600,New Windsor North,0.08,0.02,0.03,0.21,0.59,0.31,0.17,0.18,0.16
136700,Titirangi South,0.03,0.01,0.01,0.12,0.29,0.27,0.09,0.2,0
136800,Owairaka East,0.08,0.04,0.02,0.15,0.66,0.3,0.2,0.31,0.12
136900,Eden Valley,0.06,0.01,0.04,0.09,0.69,0.3,0.13,0.27,0.05
137000,Sandringham Central,0.06,0.02,0.01,0.15,0.64,0.27,0.2,0.17,0.06
137100,Glenavon,0.11,0.04,0.02,0.25,0.66,0.34,0.29,0.31,0.19
137200,Blockhouse Bay North,0.05,0.02,0.02,0.2,0.51,0.21,0.24,0.22,0.03
137300,Green Bay North,0.05,0.03,0.02,0.25,0.4,0.26,0.27,0.3,0
137400,Parnell East,0.02,0.01,0.01,0.06,0.49,0.18,0.1,0.35,0.03
137500,Laingholm,0.03,0.02,0.01,0.12,0.33,0.28,0.11,0.34,0.01
137600,Sandringham West,0.07,0.03,0.02,0.15,0.63,0.29,0.15,0.36,0.15
137700,Mount Eden North East,0.09,0.01,0.01,0.15,0.74,0.12,0.08,0.17,0.15
137800,Mount Eden North,0.05,0.01,0.02,0.08,0.72,0.34,0.15,0.2,0.02
137900,Wesley West,0.14,0.05,0.03,0.3,0.79,0.38,0.33,0.21,0.08
138000,Green Bay South,0.03,0.02,0.01,0.21,0.43,0.18,0.24,0.21,0.02
138100,Balmoral,0.07,0.02,0.02,0.1,0.62,0.3,0.13,0.27,0
138200,Sandringham East,0.07,0.02,0.02,0.14,0.64,0.3,0.19,0.45,0.12
138300,New Windsor South,0.07,0.02,0.01,0.19,0.57,0.27,0.18,0.37,0.1
138400,Mount Eden West,0.04,0.01,0.01,0.08,0.54,0.27,0.09,0.24,0.13
138500,Newmarket,0.03,0,0,0.08,0.56,0.14,0.1,0.29,0
138600,Blockhouse Bay North East,0.05,0.02,0.01,0.17,0.52,0.27,0.16,0.28,0
138700,Epsom North,0.04,0.01,0.01,0.08,0.58,0.27,0.08,0.17,0.07
138900,Blockhouse Bay South,0.04,0.01,0.01,0.17,0.43,0.23,0.19,0.26,0
139000,Mount Eden East,0.04,0.01,0.01,0.09,0.58,0.31,0.09,0.19,0.09
139100,Wesley East,0.12,0.05,0.04,0.3,0.79,0.45,0.38,0,0.19
139200,Orakei West,0.03,0.01,0.01,0.11,0.48,0.23,0.11,0.3,0.05
139300,Maungawhau,0.03,0.01,0.01,0.08,0.51,0.26,0.09,0.17,0
139400,Remuera West,0.02,0.01,0.01,0.06,0.49,0.2,0.08,0.5,0.09
139500,Blockhouse Bay East,0.04,0.01,0.01,0.18,0.46,0.22,0.22,0.19,0.04
139600,Lynfield North,0.05,0.02,0.01,0.17,0.52,0.28,0.16,0.17,0.14
139700,Mount Roskill North,0.06,0.02,0.02,0.15,0.6,0.31,0.18,0.16,0.09
139800,Mount Roskill White Swan,0.06,0.02,0.01,0.17,0.56,0.26,0.18,0.36,0.11
139900,Mount Eden South,0.03,0.01,0.01,0.09,0.52,0.25,0.09,0.25,0
140000,Remuera Waitaramoa,0.01,0.01,0.01,0.06,0.41,0.18,0.07,0.32,0.1
140100,Orakei East,0.08,0.04,0.02,0.16,0.61,0.27,0.24,0.28,0
140200,Epsom Central-North,0.03,0.01,0.01,0.11,0.55,0.26,0.12,0.17,0
140300,Mount St John,0.04,0.01,0.04,0.11,0.65,0.27,0.09,0.15,0.11
140400,Mount Roskill Central-North,0.08,0.02,0.02,0.19,0.67,0.31,0.21,0.33,0.14
140500,Remuera North,0.01,0.01,0.01,0.07,0.38,0.16,0.06,0.27,0.11
140600,Three Kings West,0.12,0.04,0.03,0.22,0.72,0.38,0.29,0.22,0.22
140700,Mount Roskill Central-South,0.13,0.06,0.03,0.3,0.8,0.35,0.34,0.34,0.09
140800,Epsom Central-South,0.02,0.01,0,0.09,0.49,0.25,0.08,0.14,0.07
140900,Lynfield South,0.05,0.02,0.01,0.14,0.48,0.25,0.13,0.44,0.11
141000,Remuera South,0.02,0.01,0.01,0.07,0.49,0.22,0.1,0.48,0.01
141100,Mission Bay,0.02,0.01,0.01,0.08,0.46,0.21,0.11,0.19,0
141200,Three Kings East,0.03,0.01,0.01,0.08,0.58,0.21,0.15,0.24,0.09
141300,Mount Roskill South,0.04,0.01,0,0.16,0.42,0.24,0.19,0.21,0
141500,Epsom East,0.02,0.01,0,0.1,0.53,0.2,0.11,0.23,0.08
141600,Remuera Waiata,0.01,0,0,0.07,0.36,0.15,0.08,0.31,0.09
141700,Epsom South,0.02,0.01,0.01,0.1,0.43,0.22,0.11,0,0.01
141800,Kohimarama,0.02,0.01,0,0.08,0.4,0.16,0.1,0.2,0.02
141900,Meadowbank West,0.03,0.02,0.01,0.13,0.45,0.2,0.13,0.14,0.06
142000,Hillsborough North (Auckland),0.04,0.01,0.01,0.16,0.62,0.19,0.19,0.19,0.07
142100,Hillsborough West (Auckland),0.04,0.01,0.01,0.14,0.55,0.25,0.14,0.2,0.02
142200,Greenlane North,0.04,0.01,0,0.08,0.53,0.25,0.1,0.22,0
142300,Waikowhai North,0.09,0.04,0.03,0.24,0.7,0.37,0.27,0.38,0.02
142400,Remuera East,0.01,0,0,0.08,0.41,0.16,0.08,0.23,0.03
142500,Waikowhai South,0.03,0.02,0.01,0.13,0.45,0.26,0.1,0.19,0.08
142600,Royal Oak West (Auckland),0.04,0.01,0.01,0.13,0.51,0.22,0.13,0.37,0
142700,Saint Heliers West,0.01,0.01,0,0.08,0.34,0.16,0.09,0.15,0.07
142800,One Tree Hill,0.04,0.02,0.02,0.14,0.53,0.27,0.17,0.18,0
142900,Hillsborough East (Auckland),0.04,0.01,0.01,0.13,0.54,0.26,0.09,0.26,0
143000,Saint Heliers North,0.01,0,0.01,0.08,0.36,0.14,0.1,0.16,0.05
143100,Remuera Abbotts Park,0.03,0.01,0.01,0.07,0.5,0.24,0.12,0.22,0.04
143200,Meadowbank East,0.03,0.01,0.01,0.08,0.5,0.25,0.13,0.2,0.05
143300,Ellerslie Central,0.03,0.01,0.01,0.1,0.55,0.23,0.15,0.18,0
143400,Royal Oak East (Auckland),0.04,0.01,0.03,0.16,0.63,0.25,0.26,0.22,0
143500,Saint Heliers South,0.02,0.01,0.01,0.09,0.42,0.22,0.14,0.21,0
143600,Hillsborough South (Auckland),0.03,0.01,0.01,0.13,0.43,0.22,0.1,0.23,0.03
143700,Saint Johns West,0.02,0,0,0.08,0.41,0.19,0.09,0.35,0
143800,Greenlane South,0.04,0.02,0.02,0.12,0.52,0.28,0.12,0.22,0.07
143900,Remuera Waiatarua,0.03,0.01,0.01,0.07,0.47,0.22,0.09,0.18,0.01
144000,Glendowie North,0.02,0.01,0,0.08,0.32,0.17,0.06,0.21,0.1
144100,Onehunga West,0.03,0.01,0.02,0.15,0.52,0.26,0.15,0.24,0
144200,Ellerslie West,0,0.03,0,0,0.83,0.1,0.11,0.18,0
144300,Onehunga North,0.06,0.02,0.03,0.16,0.56,0.27,0.2,0.14,0.09
144400,Ellerslie East,0.04,0.01,0.01,0.11,0.55,0.23,0.12,0.21,0
144500,Saint Johns East,0.06,0.02,0.02,0.12,0.69,0.34,0.17,0.06,0.12
144600,Oneroa West,0.05,0.04,0.04,0.19,0.44,0.16,0.2,0.26,0
144700,Glen Innes West,0.13,0.06,0.03,0.3,0.75,0.34,0.32,0.2,0.09
144800,Ellerslie South,0.03,0.01,0,0.12,0.58,0.23,0.13,0.27,0.05
144900,Stonefields West,0,0,0,0,0,0.03,0.03,0.34,0
145000,Onehunga Central,0.08,0.03,0.03,0.19,0.68,0.33,0.26,0.35,0.02
145100,Glendowie South,0.03,0.01,0.01,0.12,0.45,0.16,0.14,0.16,0.11
145200,Oranga,0.1,0.05,0.04,0.31,0.74,0.38,0.33,0.15,0.16
145300,Mount Wellington North West,0.05,0.01,0.01,0.12,0.63,0.22,0.2,0.33,0.1
145400,Panmure Glen Innes Industrial,0.14,0.05,0.05,0.24,0.88,0.15,0.09,0.26,0.13
145500,Onehunga-Te Papapa Industrial,0.02,0.02,0.01,0.12,0.7,0.11,0.23,0.4,0
145600,Te Papapa,0.07,0.04,0.04,0.21,0.6,0.27,0.24,0.31,0.03
145700,Stonefields East,0,0,0,0,0,0.02,0.03,0.36,0.09
145800,Glen Innes East-Wai O Taiki Bay,0.13,0.08,0.05,0.36,0.76,0.39,0.38,0.36,0.12
145900,Penrose,0.05,0.04,0.02,0.19,0.72,0.21,0.15,0.28,0.04
146000,Mount Wellington North East,0.06,0.02,0.01,0.15,0.63,0.26,0.15,0.15,0.09
146100,Mangere Bridge Ambury,0.04,0.03,0.02,0.26,0.45,0.22,0.16,0.39,0.09
146200,Mount Wellington Ferndale,0.06,0.04,0.02,0.22,0.64,0.3,0.2,0.33,0.13
146300,Point England,0.16,0.08,0.05,0.41,0.84,0.45,0.47,0.23,0.18
146400,Bucklands Beach North,0.02,0.01,0.01,0.14,0.42,0.18,0.09,0.26,0
146500,Mount Wellington East,0.08,0.03,0.02,0.21,0.72,0.33,0.22,0.25,0.1
146600,Mount Wellington West,0.07,0.04,0.02,0.21,0.59,0.28,0.18,0.56,0.03
146700,Panmure West,0.15,0.02,0,0.21,0.74,0.26,0.32,0.21,0.19
146800,Mangere Bridge,0.05,0.04,0.04,0.29,0.51,0.23,0.29,0.26,0
146900,Oneroa East-Palm Beach,0.07,0.02,0.01,0.16,0.38,0.22,0.16,0.2,0.04
147000,Tamaki,0.14,0.08,0.04,0.37,0.77,0.4,0.38,0.29,0.2
147100,Panmure East,0.06,0.03,0.03,0.25,0.62,0.28,0.27,0.31,0.11
147200,Mount Wellington Central,0.06,0.03,0.01,0.24,0.62,0.3,0.22,0.35,0.03
147400,Sylvia Park,0.05,0,0,0.21,0.95,0.3,0.27,0.37,0
147500,Mangere Mountain View,0.07,0.05,0.03,0.3,0.57,0.29,0.29,0.28,0.11
147600,Surfdale,0.07,0.06,0.04,0.22,0.46,0.21,0.22,0,0.03
147800,Half Moon Bay West,0.02,0.01,0,0.13,0.4,0.19,0.09,0.23,0.05
147900,Auckland Airport,0.08,0.08,0.03,0.33,0.75,0.44,0.4,0.34,0
148000,Eastern Beach,0.01,0.01,0,0.14,0.45,0.15,0.11,0,0.02
148100,Sunnyhills West-Pakuranga North,0.01,0.01,0,0.14,0.4,0.18,0.12,0.23,0.11
148200,Favona North,0.11,0.06,0.04,0.38,0.7,0.41,0.4,0.21,0.03
148300,Bucklands Beach Central,0.02,0.01,0,0.12,0.47,0.24,0.07,0.26,0
148400,Farm Cove,0.02,0.01,0.01,0.13,0.37,0.17,0.1,0.23,0.12
148500,Mangere North,0.13,0.08,0.04,0.4,0.79,0.47,0.48,0.34,0.16
148600,Favona West,0.11,0.08,0.04,0.39,0.77,0.39,0.41,0.24,0.05
148700,Ostend,0.09,0.05,0.03,0.2,0.43,0.19,0.21,0.22,0.01
148800,Half Moon Bay North East,0.02,0.01,0.01,0.13,0.48,0.21,0.09,0.4,0.08
148900,Mangere West,0.14,0.06,0.04,0.4,0.8,0.47,0.48,0.3,0.21
149000,Pakuranga West,0.06,0.04,0.01,0.23,0.57,0.3,0.25,0.43,0.15
149100,Mount Wellington South West,0.06,0.04,0.03,0.27,0.59,0.26,0.27,0.24,0.13
149200,Sunnyhills East,0.03,0.01,0.01,0.16,0.44,0.21,0.19,0.35,0
149300,Half Moon Bay South East,0.05,0.02,0.01,0.18,0.54,0.3,0.15,0.36,0.07
149400,Favona East,0.14,0.05,0.03,0.33,0.72,0.27,0.31,0.23,0.06
149500,Mount Wellington South East,0.09,0.07,0.03,0.38,0.75,0.4,0.37,0.33,0.13
149700,Bucklands Beach South,0.02,0.02,0.01,0.12,0.51,0.27,0.09,0.23,0.12
149800,Pakuranga Central,0.05,0.02,0.02,0.16,0.54,0.3,0.17,0.37,0.07
149900,Awhitu,0.04,0.03,0.01,0.29,0.32,0.2,0.29,0,0.13
150000,Harania North,0.13,0.07,0.04,0.4,0.79,0.49,0.48,0.26,0.04
150100,Otahuhu Central,0.17,0.05,0.05,0.39,0.84,0.33,0.48,0.28,0.14
150200,Mangere Central,0.12,0.07,0.04,0.39,0.75,0.44,0.41,0.3,0.22
150300,Otahuhu North,0.13,0.05,0.04,0.34,0.78,0.39,0.45,0.31,0.07
150400,Howick West,0.03,0.01,0.01,0.14,0.45,0.27,0.11,0.38,0.06
150500,Pakuranga Heights North West,0.05,0.03,0.01,0.18,0.52,0.28,0.16,0.33,0.06
150600,Mellons Bay,0.01,0.01,0,0.11,0.39,0.18,0.1,0.48,0
150700,Pakuranga Heights East,0.04,0.03,0.01,0.18,0.5,0.29,0.12,0.22,0.08
150800,Sutton Park,0.12,0.07,0.04,0.39,0.74,0.47,0.43,0.26,0.12
150900,Otahuhu East,0.09,0.06,0.03,0.32,0.71,0.35,0.37,0.21,0.08
151000,Mangere South,0.11,0.06,0.03,0.29,0.71,0.34,0.3,0.24,0.12
151100,Onetangi,0.08,0.04,0.03,0.2,0.43,0.18,0.2,0.32,0.12
151200,Harania South,0.12,0.06,0.04,0.38,0.74,0.44,0.42,0.32,0.03
151300,Highland Park (Auckland),0.04,0.02,0.01,0.18,0.51,0.22,0.23,0.3,0.08
151400,Otahuhu South West,0.12,0.05,0.03,0.32,0.78,0.44,0.44,0.34,0.19
151500,Pakuranga Heights South West,0.04,0.02,0.01,0.19,0.51,0.3,0.13,0.33,0.05
151600,Mangere Mascot,0.11,0.05,0.04,0.42,0.7,0.43,0.45,0.35,0.11
151700,Waiheke East,0.07,0.01,0.03,0.17,0.33,0.19,0.21,0.39,0
151800,Massey Road West,0.12,0.07,0.05,0.34,0.78,0.41,0.48,0.25,0.18
151900,Otahuhu South,0.12,0.06,0.03,0.36,0.74,0.34,0.46,0.37,0.07
152000,Howick Central,0.02,0.02,0.01,0.16,0.48,0.23,0.15,0.35,0
152100,Massey Road North,0.09,0.05,0.04,0.28,0.68,0.36,0.3,0.38,0.11
152200,Botany Downs West,0.02,0.01,0,0.17,0.44,0.19,0.08,0.45,0
152300,East Tamaki,0.02,0,0,0.14,0.69,0.13,0.08,0.28,0
152400,Howick East,0.03,0.02,0.01,0.18,0.44,0.22,0.17,0.29,0
152500,Burswood,0.05,0.02,0.01,0.19,0.5,0.21,0.11,0.2,0.02
152600,Massey Road South,0.12,0.07,0.04,0.38,0.71,0.44,0.41,0.3,0.17
152800,Mangere South East,0.1,0.05,0.02,0.26,0.62,0.24,0.24,0.22,0.05
152900,Botany Downs East,0.02,0.01,0.01,0.15,0.41,0.19,0.11,0.29,0.03
153000,Grange,0.13,0.06,0.04,0.35,0.76,0.45,0.4,0,0.16
153100,Golflands,0.03,0.01,0.01,0.14,0.37,0.14,0.08,0.23,0.06
153200,Aorere North,0.14,0.06,0.04,0.4,0.72,0.44,0.35,0.22,0.11
153300,Mangere East,0.06,0.05,0.02,0.3,0.58,0.33,0.26,0.33,0.12
153400,Cockle Bay,0.01,0.01,0.01,0.12,0.35,0.18,0.1,0.26,0
153500,Otara West,0.14,0.1,0.04,0.4,0.84,0.53,0.56,0.33,0.07
153600,Aorere Central,0.09,0.04,0.03,0.35,0.62,0.39,0.29,0.26,0.14
153700,Northpark North,0.02,0.01,0,0.14,0.39,0.17,0.1,0.2,0
153800,Somerville,0.02,0,0.01,0.14,0.43,0.17,0.08,0.45,0.09
153900,Northpark South,0.02,0,0.01,0.15,0.39,0.13,0.07,0.26,0.01
154000,Papatoetoe North,0.08,0.04,0.02,0.26,0.58,0.27,0.29,0.25,0
154100,Dingwall,0.07,0.02,0.02,0.25,0.54,0.25,0.21,0.24,0.12
154200,Aorere South,0.09,0.05,0.02,0.3,0.63,0.32,0.28,0.23,0.17
154300,Shelly Park,0.01,0.01,0.01,0.13,0.34,0.18,0.07,0.3,0.08
154400,Otara Central,0.14,0.07,0.04,0.4,0.81,0.53,0.6,0.26,0.22
154500,Huntington Park,0.02,0.01,0,0.16,0.55,0.1,0.17,0.27,0.05
154700,Botany North,0.02,0.01,0,0.13,0.38,0.08,0.06,0.48,0.02
154800,Papatoetoe West,0.09,0.06,0.03,0.3,0.63,0.34,0.29,0.4,0.1
154900,Papatoetoe Central,0.06,0.03,0.02,0.26,0.57,0.24,0.33,0,0.02
155000,Sunkist Bay,0.03,0.02,0.01,0.21,0.36,0.2,0.11,0.3,0
155100,Otara East,0.13,0.09,0.04,0.45,0.79,0.54,0.54,0.3,0.15
155200,Redcastle,0.03,0.02,0.01,0.12,0.64,0.14,0.07,0.36,0
155300,Botany East,0.02,0,0.01,0.15,0.38,0.13,0.11,0.18,0
155400,Botany South,0.04,0.01,0.01,0.14,0.52,0.12,0.1,0.38,0
155500,Manukau Central,0.07,0.03,0.02,0.31,0.75,0.16,0.44,0.16,0.08
155600,Papatoetoe East,0.09,0.05,0.03,0.3,0.63,0.33,0.28,0.24,0.09
155700,Otara South,0.14,0.08,0.04,0.42,0.8,0.5,0.55,0.23,0.06
155800,Ferguson,0.14,0.09,0.04,0.45,0.82,0.53,0.56,0.38,0.08
155900,Papatoetoe South West,0.09,0.05,0.03,0.3,0.63,0.31,0.29,0.31,0.13
156000,Botany Junction,0.04,0.04,0,0.12,0.84,0.33,0.21,0.42,0.12
156100,Dannemora North,0.04,0.01,0.01,0.13,0.48,0.13,0.05,0.4,0.12
156200,Papatoetoe South,0.09,0.04,0.02,0.24,0.62,0.27,0.26,0.3,0.09
156300,East Tamaki Heights,0.02,0.01,0,0.14,0.33,0.09,0.06,0.41,0.05
156400,Te Puru,0.03,0.02,0.01,0.18,0.3,0.05,0.07,0.18,0
156500,Puhinui North,0.07,0.03,0.02,0.25,0.59,0.25,0.25,0.33,0.09
156600,Dannemora South,0.06,0.01,0,0.13,0.5,0.11,0.05,0.18,0.13
156700,Puhinui South,0.09,0.06,0.04,0.3,0.62,0.31,0.28,0.12,0.13
156800,Rongomai West,0.11,0.08,0.04,0.45,0.8,0.53,0.55,0.28,0.12
156900,Baverstock,0.03,0.01,0,0.11,0.4,0.11,0.06,0.13,0.11
157000,Puhinui East,0.1,0.03,0.02,0.27,0.6,0.32,0.23,0.28,0.17
157100,Turanga,0.01,0.01,0,0.13,0.39,0.14,0.09,0.36,0
157200,Rongomai East,0.1,0.09,0.02,0.36,0.77,0.45,0.45,0.16,0.04
157300,Ormiston North,0.03,0.01,0,0.15,0.43,0.07,0.06,0.28,0
157400,Maraetai,0.02,0.02,0,0.17,0.32,0.14,0.12,0.13,0
157500,Chapel Downs,0.08,0.04,0.02,0.22,0.65,0.25,0.19,0.39,0.13
157600,Wiri West,0.12,0.04,0.14,0.41,0.86,0.32,0.32,0.18,0.12
157700,Clover Park North,0.1,0.08,0.03,0.39,0.7,0.47,0.39,0.17,0.08
157800,Mission Heights North,0,0,0,0.08,0.4,0.09,0.06,0.25,0
157900,Clover Park South,0.1,0.05,0.02,0.31,0.6,0.32,0.24,0.42,0.19
158000,Donegal Park,0.07,0.04,0.05,0.21,0.64,0.11,0.2,0.29,0
158100,Ormiston South,0,0,0,0.33,0.78,0.03,0.12,0.19,0.08
158200,Mission Heights South,0,0,0,0.17,0.58,0.08,0.05,0.3,0
158300,Hilltop (Auckland),0.06,0.02,0.02,0.2,0.53,0.16,0.15,0.35,0.14
158400,Wiri East,0.13,0.11,0.04,0.39,0.82,0.41,0.49,0.13,0.15
158500,Goodwood Heights,0.05,0.02,0.01,0.22,0.47,0.21,0.1,0.15,0.12
158600,Ormiston East,0,0,0,0.18,0.55,0.07,0.05,0.16,0
158700,Clendon Park North,0.13,0.12,0.03,0.4,0.75,0.44,0.46,0.48,0.21
158800,Burbank,0.12,0.09,0.03,0.4,0.69,0.45,0.38,0.19,0.18
158900,Tuscany Heights,0.01,0.01,0.01,0.13,0.31,0.09,0.03,0.09,0
159000,Totara Heights,0.04,0.02,0.01,0.2,0.43,0.23,0.1,0.35,0.02
159100,Homai East,0.08,0.06,0.03,0.33,0.65,0.33,0.33,0.31,0.03
159200,Homai West,0.11,0.09,0.04,0.39,0.69,0.43,0.4,0.14,0.04
159300,The Gardens (Auckland),0.02,0.01,0,0.17,0.32,0.1,0.07,0.15,0
159400,Clarks Beach,0.02,0.02,0.02,0.26,0.31,0.15,0.17,0.34,0
159500,Clendon Park West,0.1,0.1,0.04,0.35,0.72,0.36,0.38,0.36,0.13
159600,Hillpark North,0.04,0.02,0.01,0.25,0.41,0.27,0.16,0.14,0.05
159700,Clendon Park East,0.15,0.11,0.05,0.38,0.81,0.43,0.51,0.28,0.25
159800,Karaka Creek,0.02,0.01,0.01,0.17,0.33,0.11,0.13,0.36,0
159900,Rowandale West,0.13,0.11,0.03,0.39,0.72,0.44,0.43,0.23,0.1
160000,Rowandale East,0.11,0.07,0.04,0.38,0.64,0.36,0.34,0.43,0.11
160100,Manurewa Central,0.1,0.06,0.04,0.31,0.63,0.32,0.35,0.16,0.01
160200,Weymouth North,0.1,0.09,0.06,0.41,0.66,0.3,0.36,0.34,0.06
160300,Hillpark South,0.05,0.03,0.02,0.24,0.45,0.29,0.17,0.3,0.05
160400,Alfriston,0.05,0.01,0.01,0.22,0.42,0.12,0.14,0.38,0.09
160500,Weymouth East,0.13,0.08,0.04,0.35,0.7,0.32,0.29,0.27,0.08
160600,Leabank,0.1,0.06,0.03,0.36,0.63,0.4,0.39,0.26,0.1
160700,Weymouth South,0.06,0.04,0.02,0.31,0.48,0.3,0.25,0.25,0.16
160800,Manurewa East,0.1,0.06,0.04,0.37,0.59,0.41,0.41,0.33,0.03
160900,Manurewa South,0.11,0.07,0.04,0.37,0.61,0.39,0.36,0.37,0.13
161000,Randwick Park East,0.08,0.05,0.02,0.23,0.47,0.18,0.16,0.28,0
161100,Wattle Downs West,0.02,0.01,0.01,0.23,0.28,0.11,0.16,0.38,0.11
161200,Wattle Downs North,0.1,0.1,0.03,0.39,0.68,0.47,0.44,0.38,0.06
161300,Randwick Park West,0.13,0.12,0.03,0.4,0.76,0.43,0.48,0.25,0.05
161400,Kingseat-Karaka,0.02,0.01,0.01,0.2,0.44,0.19,0.12,0.28,0.01
161500,Wattle Downs East,0.02,0.02,0.01,0.23,0.33,0.14,0.09,0.37,0.08
161600,Takanini North,0.09,0.07,0.03,0.36,0.65,0.3,0.31,0.39,0.13
161800,Conifer Grove West,0.02,0.01,0.01,0.2,0.32,0.14,0.07,0.24,0.01
161900,Conifer Grove East,0.09,0.06,0.03,0.34,0.59,0.32,0.33,0.3,0
162000,Takanini West,0.1,0.09,0.05,0.43,0.74,0.3,0.39,0,0.01
